price,maintenance,doors,seats,storage,safety,shouldBuy
vhigh,med,2,2,med,low,unacc
high,med,3,4,big,high,unacc
med,med,5more,4,small,high,unacc
low,med,2,2,med,low,unacc
vhigh,med,2,4,med,low,unacc
high,med,4,4,big,med,acc
low,med,5more,null,med,low,unacc
low,vhigh,2,more,big,low,unacc
low,low,2,more,big,high,acc
vhigh,vhigh,3,2,big,med,unacc
low,med,4,more,small,low,acc
med,med,4,4,small,high,unacc
high,med,2,2,med,high,vgood
low,vhigh,2,4,med,high,acc
low,low,4,more,small,high,acc
med,,,4,small,med,acc
low,vhigh,5more,more,med,high,acc
vhigh,high,2,more,med,low,unacc
vhigh,high,2,2,,med,unacc
vhigh,low,4,4,big,low,unacc
low,NaN,4,4,med,med,unacc
,vhigh,5more,4,small,high,unacc
high,low,null,4,med,null,unacc
low,low,3,4,small,med,unacc
high,NaN,3,4,big,high,null
high,null,5more,4,,med,acc
low,vhigh,2,2,small,high,acc
vhigh,med,5more,more,small,med,unacc
low,high,3,2,big,high,unacc
vhigh,high,5more,more,big,med,good
vhigh,low,2,4,big,low,unacc
high,high,3,4,,med,unacc
,low,2,more,null,low,unacc
vhigh,low,2,more,big,med,unacc
vhigh,null,4,4,med,low,vgood
high,low,4,more,med,low,acc
med,med,3,2,small,high,unacc
vhigh,high,2,more,big,low,acc
vhigh,med,2,4,small,high,acc
vhigh,vhigh,5more,4,small,low,unacc
high,med,4,4,big,med,acc
low,low,2,more,med,,unacc
vhigh,high,4,more,big,high,unacc
vhigh,low,3,4,med,low,unacc
vhigh,high,5more,more,small,high,acc
low,low,4,2,med,high,unacc
low,med,2,more,big,low,good
vhigh,low,,2,med,med,vgood
vhigh,vhigh,5more,more,small,med,unacc
med,vhigh,4,4,med,low,unacc
low,high,4,more,small,med,unacc
med,high,5more,2,small,med,good
vhigh,med,5more,2,small,low,unacc
vhigh,low,NaN,more,med,med,unacc
vhigh,vhigh,5more,more,med,low,unacc
vhigh,med,4,,small,NaN,acc
high,high,2,4,big,low,unacc
high,med,null,more,med,low,unacc
high,high,2,more,small,high,unacc
med,high,3,more,small,high,unacc
low,med,5more,4,small,low,unacc
vhigh,low,5more,2,small,med,unacc
low,med,4,more,big,high,unacc
high,high,2,more,med,low,unacc
,vhigh,,2,small,med,unacc
vhigh,low,NaN,4,big,high,unacc
med,low,5more,2,small,low,unacc
low,null,3,4,med,low,acc
null,low,5more,4,med,med,unacc
high,high,5more,more,small,,NaN
low,med,4,more,med,med,unacc
high,high,2,2,small,high,unacc
med,low,4,,med,low,acc
med,vhigh,2,4,small,high,unacc
vhigh,low,5more,4,big,high,unacc
low,high,4,2,small,low,unacc
low,low,4,more,big,low,acc
vhigh,low,2,more,big,med,unacc
,high,,4,big,high,unacc
high,low,5more,more,small,high,acc
high,high,5more,,med,high,vgood
med,vhigh,5more,4,NaN,high,unacc
high,low,5more,4,small,low,unacc
low,vhigh,4,4,med,med,null
vhigh,med,4,4,big,med,unacc
med,low,4,more,NaN,high,unacc
vhigh,med,2,2,small,med,unacc
med,,3,,med,med,unacc
,vhigh,4,more,small,med,unacc
vhigh,high,5more,4,,med,acc
high,med,3,4,big,med,acc
NaN,med,4,4,small,high,unacc
high,high,5more,2,med,low,unacc
high,med,4,NaN,med,med,unacc
vhigh,vhigh,4,4,big,,unacc
low,vhigh,,more,small,med,unacc
med,vhigh,3,more,small,high,unacc
vhigh,vhigh,4,2,med,med,unacc
high,low,4,2,small,low,unacc
high,high,2,4,med,high,unacc
vhigh,low,3,4,med,high,unacc
med,low,2,more,med,low,unacc
vhigh,med,3,2,small,low,unacc
vhigh,high,3,4,small,high,vgood
low,low,5more,more,med,,unacc
vhigh,null,5more,4,med,high,acc
low,high,3,4,small,low,good
med,vhigh,2,4,med,med,unacc
,high,3,4,big,low,
vhigh,high,4,2,med,low,
high,high,3,2,big,high,unacc
vhigh,vhigh,3,2,small,med,unacc
high,high,null,more,small,high,unacc
high,vhigh,4,2,big,high,unacc
high,low,4,4,small,low,unacc
med,low,null,4,small,low,acc
low,vhigh,3,4,small,low,unacc
high,med,4,more,small,med,unacc
vhigh,high,4,2,small,med,null
vhigh,low,3,NaN,small,high,unacc
high,,4,4,big,high,acc
high,vhigh,2,4,med,high,acc
vhigh,med,4,2,small,med,
,med,5more,more,med,high,unacc
low,med,4,2,big,med,unacc
low,vhigh,2,4,med,high,unacc
med,,5more,more,small,high,unacc
high,high,4,more,small,med,unacc
med,low,2,4,big,low,acc
med,low,2,2,med,med,unacc
med,vhigh,4,2,big,med,NaN
high,low,3,2,med,med,unacc
med,high,NaN,2,small,med,vgood
low,vhigh,2,more,med,high,acc
med,low,3,more,med,med,unacc
low,med,4,2,med,med,unacc
low,vhigh,3,4,med,high,acc
high,low,3,4,med,,unacc
med,low,2,2,big,low,good
high,high,3,more,small,low,acc
low,high,3,4,med,low,unacc
vhigh,med,3,2,small,high,unacc
med,med,4,2,big,low,acc
high,med,3,4,small,med,unacc
vhigh,high,4,2,med,med,acc
med,low,4,2,small,low,unacc
med,vhigh,3,4,med,low,unacc
high,vhigh,4,more,small,low,unacc
vhigh,high,4,more,med,high,unacc
high,high,3,2,med,high,acc
med,high,,4,med,high,acc
med,high,4,more,small,low,acc
low,vhigh,3,more,big,low,unacc
,med,2,more,big,high,unacc
med,vhigh,5more,4,big,med,acc
vhigh,high,2,more,med,low,unacc
vhigh,med,3,null,med,high,unacc
NaN,vhigh,4,2,big,med,NaN
low,high,5more,2,small,high,acc
low,high,2,2,med,high,acc
high,low,5more,4,med,high,unacc
high,low,3,4,big,high,unacc
low,high,3,4,big,high,acc
high,vhigh,2,4,med,med,unacc
med,low,2,4,big,med,unacc
low,vhigh,2,4,big,low,null
low,,4,2,big,med,unacc
high,low,3,2,small,low,unacc
vhigh,high,4,more,small,med,acc
low,low,3,4,small,,unacc
high,vhigh,2,4,,low,good
high,med,5more,2,big,med,unacc
vhigh,low,4,4,med,med,good
low,med,5more,2,med,low,unacc
vhigh,high,5more,NaN,small,low,unacc
med,low,5more,more,med,med,acc
vhigh,med,4,more,big,med,unacc
vhigh,high,3,2,med,med,acc
high,vhigh,2,more,big,high,good
vhigh,high,2,4,med,high,unacc
med,high,,2,small,low,unacc
high,vhigh,5more,4,big,high,unacc
med,high,5more,more,med,,unacc
vhigh,,5more,more,med,low,
med,high,4,more,med,low,unacc
med,med,5more,2,big,low,acc
vhigh,high,5more,more,big,high,unacc
vhigh,med,4,more,big,low,unacc
high,high,2,4,big,low,unacc
,low,4,more,med,high,unacc
low,vhigh,2,4,big,high,unacc
high,vhigh,3,more,med,high,acc
vhigh,med,3,more,small,med,unacc
med,high,5more,2,med,med,acc
med,high,4,2,med,high,acc
high,low,3,4,big,low,unacc
high,high,3,4,med,high,unacc
vhigh,med,3,4,med,low,
med,med,3,more,med,high,unacc
low,low,5more,2,big,low,unacc
low,med,5more,2,med,med,acc
high,med,4,more,med,high,unacc
low,low,3,2,small,high,unacc
vhigh,med,3,4,med,high,acc
,med,2,2,big,low,good
high,vhigh,3,more,small,high,unacc
vhigh,low,2,2,big,med,acc
med,vhigh,5more,4,med,low,unacc
vhigh,high,5more,more,med,high,unacc
high,,3,2,med,med,unacc
high,high,3,2,big,high,unacc
low,med,2,more,small,high,unacc
low,,5more,4,big,med,unacc
med,med,,,small,high,unacc
med,vhigh,NaN,2,med,med,acc
high,vhigh,5more,more,small,,unacc
high,,5more,4,small,high,acc
,vhigh,5more,more,,low,unacc
med,NaN,3,2,med,med,acc
high,med,2,more,small,high,acc
med,,4,4,med,med,unacc
high,null,,2,med,low,unacc
NaN,high,4,4,med,low,unacc
vhigh,med,4,null,big,,unacc
high,med,5more,2,small,high,
vhigh,low,,2,small,med,unacc
med,high,5more,more,med,low,vgood
low,,4,more,big,low,good
NaN,med,null,4,,low,unacc
low,low,2,2,big,med,
vhigh,vhigh,3,4,small,high,vgood
med,high,NaN,4,small,med,unacc
vhigh,high,4,more,small,high,vgood
vhigh,low,2,4,,high,unacc
high,high,4,4,med,high,unacc
low,med,3,4,med,med,acc
low,high,2,4,med,high,unacc
med,low,4,2,small,low,acc
med,vhigh,4,more,med,high,unacc
low,low,3,4,big,high,acc
high,high,4,4,small,high,acc
high,low,4,4,big,low,acc
low,low,2,more,small,low,unacc
vhigh,high,4,more,,med,acc
low,vhigh,2,4,big,high,unacc
,med,,2,big,low,unacc
low,low,5more,more,small,low,unacc
vhigh,vhigh,,2,med,med,unacc
high,vhigh,4,4,med,low,acc
low,low,4,4,med,low,unacc
med,high,2,4,,low,unacc
vhigh,high,5more,2,med,,unacc
high,low,4,4,med,high,unacc
med,high,NaN,2,small,med,unacc
high,high,5more,2,small,low,unacc
vhigh,vhigh,5more,4,big,med,unacc
low,med,2,more,big,med,acc
high,med,3,more,small,low,unacc
low,high,4,2,med,high,unacc
low,high,3,more,big,low,unacc
high,low,3,2,small,high,acc
high,high,4,more,,high,unacc
high,low,5more,2,,high,unacc
null,med,3,more,small,med,unacc
med,vhigh,5more,4,small,high,unacc
vhigh,low,4,2,small,high,unacc
med,vhigh,3,NaN,med,low,acc
low,med,4,more,null,high,
high,vhigh,4,4,med,high,unacc
high,med,5more,2,big,low,unacc
vhigh,vhigh,2,more,med,low,acc
vhigh,vhigh,5more,4,med,low,unacc
med,high,,4,med,low,unacc
med,NaN,5more,2,med,low,unacc
vhigh,low,4,more,small,high,unacc
low,med,2,2,small,high,NaN
med,high,3,2,small,NaN,
high,NaN,,4,med,high,unacc
high,high,5more,more,,low,unacc
low,med,4,more,big,high,unacc
NaN,med,5more,2,big,med,unacc
med,high,2,4,small,low,unacc
high,low,4,4,small,med,acc
vhigh,med,3,more,small,med,unacc
med,high,4,2,small,med,unacc
low,med,2,2,med,med,unacc
high,high,3,4,big,med,unacc
low,med,2,2,small,low,unacc
low,med,,4,small,high,unacc
low,vhigh,5more,2,med,low,unacc
med,low,2,4,big,low,acc
low,med,5more,null,med,med,unacc
med,low,NaN,more,,low,acc
med,high,2,more,big,high,unacc
low,vhigh,3,4,big,high,acc
low,high,3,more,big,high,unacc
vhigh,low,2,more,med,low,acc
high,high,2,4,small,low,unacc
vhigh,high,5more,2,med,null,unacc
high,high,4,2,big,high,null
high,low,4,more,null,low,unacc
vhigh,med,3,2,big,low,unacc
vhigh,high,3,4,big,high,unacc
high,,4,4,small,low,unacc
high,vhigh,5more,2,small,high,unacc
high,vhigh,2,null,small,low,unacc
med,low,5more,more,big,med,good
high,high,2,4,big,med,unacc
low,med,5more,2,med,med,acc
low,vhigh,5more,more,big,low,unacc
low,med,2,2,small,low,unacc
vhigh,low,2,2,med,med,unacc
vhigh,vhigh,5more,2,big,med,acc
vhigh,high,3,more,big,low,unacc
high,vhigh,5more,4,med,med,unacc
low,high,4,4,med,low,unacc
high,med,3,2,big,high,unacc
med,vhigh,2,more,med,med,acc
med,low,2,more,small,high,unacc
vhigh,vhigh,3,4,small,low,acc
med,high,3,more,big,med,unacc
low,med,2,2,med,high,unacc
med,low,5more,more,big,null,acc
vhigh,high,2,more,big,med,acc
high,high,2,more,med,high,acc
med,low,2,2,small,med,unacc
low,low,5more,more,big,med,unacc
low,med,3,more,med,med,unacc
low,high,3,more,med,low,unacc
high,high,3,more,big,med,unacc
low,med,3,4,big,low,acc
vhigh,vhigh,5more,2,med,,NaN
vhigh,low,2,more,,med,acc
low,med,2,2,big,low,unacc
med,low,5more,more,big,high,unacc
low,med,4,4,med,high,acc
vhigh,med,2,4,big,low,acc
vhigh,high,3,4,med,med,unacc
vhigh,low,3,4,big,low,vgood
med,med,2,more,med,high,acc
med,high,3,4,null,med,unacc
med,med,NaN,more,med,med,acc
,low,2,2,small,high,unacc
high,med,4,4,small,low,unacc
low,high,,2,small,low,unacc
low,high,2,2,big,high,unacc
,vhigh,4,2,med,med,unacc
med,low,5more,4,med,med,unacc
high,vhigh,4,more,small,low,NaN
high,high,4,2,small,low,unacc
med,vhigh,4,more,,high,unacc
low,low,2,more,small,low,good
low,high,4,more,,high,unacc
high,vhigh,2,2,med,med,unacc
high,vhigh,3,2,med,high,unacc
med,high,2,4,med,med,unacc
,med,5more,2,small,high,good
high,,2,4,big,low,unacc
low,vhigh,4,more,med,med,unacc
high,low,2,4,med,high,unacc
med,vhigh,2,4,med,high,unacc
low,high,4,4,small,high,unacc
high,vhigh,3,more,med,high,unacc
high,high,2,more,big,,acc
high,vhigh,3,more,med,low,acc
high,vhigh,2,2,small,low,unacc
,,5more,2,big,med,unacc
low,high,3,4,big,med,acc
low,med,4,more,med,low,acc
vhigh,med,2,more,med,high,unacc
low,vhigh,4,4,med,high,unacc
vhigh,high,5more,4,med,high,unacc
high,,5more,more,big,low,unacc
med,vhigh,3,more,small,med,unacc
med,high,4,more,small,high,acc
high,med,3,4,small,low,unacc
vhigh,vhigh,3,4,small,high,unacc
high,low,5more,2,big,high,unacc
med,vhigh,2,4,small,high,unacc
med,med,2,2,,med,unacc
low,med,2,4,big,low,acc
vhigh,high,2,2,big,low,acc
low,low,2,more,small,high,null
med,vhigh,4,4,small,med,acc
med,med,4,more,med,high,unacc
NaN,high,4,2,small,med,unacc
low,low,2,more,med,high,unacc
med,low,2,4,med,high,acc
low,high,3,more,small,high,unacc
low,med,4,2,small,med,unacc
vhigh,low,3,more,med,med,unacc
med,vhigh,2,4,small,high,good
high,med,5more,more,med,med,unacc
vhigh,med,4,2,big,med,acc
high,high,4,2,med,low,acc
low,low,2,2,small,high,unacc
low,high,3,NaN,small,low,unacc
high,low,4,2,,low,unacc
low,high,4,4,big,high,unacc
low,med,2,2,med,med,unacc
vhigh,high,3,more,small,med,unacc
high,med,2,more,small,low,unacc
vhigh,med,4,2,small,high,acc
high,high,5more,4,small,high,unacc
vhigh,low,2,2,big,med,unacc
med,med,4,more,big,,
med,high,2,4,small,low,unacc
high,med,2,more,big,high,acc
med,med,2,more,small,low,acc
vhigh,high,4,more,med,med,unacc
,med,5more,2,big,low,unacc
med,med,3,4,big,high,unacc
med,high,2,2,med,low,acc
high,vhigh,2,more,big,high,unacc
med,high,4,2,,high,unacc
null,low,4,more,big,low,acc
high,vhigh,4,2,med,high,acc
med,med,4,more,med,high,acc
med,low,2,4,big,high,unacc
med,vhigh,5more,4,small,low,good
med,high,5more,more,big,high,acc
,med,,4,null,med,unacc
high,vhigh,5more,2,small,med,unacc
low,high,,2,big,low,unacc
,vhigh,2,4,small,high,unacc
vhigh,high,5more,2,med,med,unacc
low,low,2,4,small,null,null
low,low,,4,big,low,unacc
vhigh,,2,4,small,med,unacc
NaN,high,4,more,big,med,acc
,vhigh,,2,big,med,unacc
low,med,4,4,small,,unacc
vhigh,med,5more,more,,med,unacc
med,high,4,more,med,low,acc
vhigh,low,3,2,med,high,unacc
high,med,2,more,big,high,unacc
high,vhigh,4,more,small,low,unacc
high,med,4,more,big,high,unacc
high,high,4,more,small,low,acc
low,low,3,more,small,low,unacc
,high,4,2,small,low,unacc
high,,5more,more,med,med,unacc
vhigh,vhigh,2,4,big,low,unacc
med,med,4,more,small,med,unacc
vhigh,NaN,5more,4,big,med,unacc
low,low,4,more,med,low,acc
high,high,4,more,big,low,vgood
med,low,5more,more,small,,unacc
med,med,3,4,big,high,unacc
high,vhigh,5more,4,small,high,unacc
high,vhigh,5more,4,small,,unacc
low,low,5more,4,med,high,unacc
low,vhigh,3,4,small,low,unacc
high,vhigh,4,4,NaN,NaN,unacc
high,vhigh,5more,more,big,med,good
high,med,4,2,big,,acc
high,vhigh,3,2,,low,acc
med,low,4,4,big,low,unacc
low,vhigh,3,more,small,high,unacc
high,med,5more,2,small,med,acc
high,med,3,2,med,high,unacc
med,vhigh,4,2,small,low,unacc
vhigh,low,4,more,small,low,unacc
high,vhigh,4,,small,med,unacc
med,high,3,4,med,low,unacc
,low,2,4,small,low,
vhigh,low,5more,more,small,high,unacc
low,low,4,more,small,high,unacc
low,low,,2,med,med,unacc
low,low,4,2,med,low,acc
high,vhigh,3,2,small,high,unacc
low,vhigh,3,4,small,high,unacc
high,low,3,2,med,low,acc
high,low,5more,more,med,med,unacc
med,high,4,2,med,high,unacc
low,med,5more,4,big,med,acc
low,med,5more,4,small,low,unacc
low,low,5more,4,med,med,unacc
high,low,2,2,big,low,unacc
high,med,4,2,big,med,unacc
low,vhigh,2,more,NaN,low,unacc
high,high,5more,4,big,NaN,
high,NaN,2,,big,high,acc
vhigh,low,5more,more,big,med,unacc
vhigh,vhigh,2,4,small,low,unacc
low,vhigh,3,more,big,low,unacc
low,vhigh,3,4,med,med,acc
vhigh,vhigh,5more,more,big,low,unacc
high,low,3,more,big,med,acc
high,med,3,more,med,med,acc
med,low,3,2,,med,unacc
low,high,3,2,big,med,unacc
low,high,4,4,med,high,unacc
low,low,2,2,small,med,unacc
med,high,5more,2,small,med,unacc
med,,2,4,big,low,acc
high,med,2,4,big,med,unacc
vhigh,low,3,,big,med,acc
vhigh,high,3,more,small,,unacc
vhigh,med,3,4,big,med,unacc
high,med,2,4,med,low,unacc
,high,3,2,big,high,unacc
med,vhigh,2,2,big,med,unacc
med,high,5more,more,small,low,unacc
low,null,4,more,med,med,unacc
vhigh,vhigh,5more,2,big,med,acc
med,low,5more,2,big,high,acc
low,med,3,2,big,med,good
vhigh,vhigh,2,more,big,low,NaN
vhigh,low,3,more,big,med,unacc
med,low,3,more,small,high,unacc
low,low,4,4,big,low,unacc
low,vhigh,3,2,med,high,unacc
med,low,2,4,small,med,unacc
med,vhigh,3,2,med,med,unacc
med,vhigh,2,4,med,high,acc
vhigh,low,5more,2,small,med,unacc
med,med,,4,small,low,unacc
med,high,4,more,big,low,unacc
high,high,5more,,big,NaN,unacc
med,vhigh,2,2,big,high,unacc
med,low,5more,4,null,high,vgood
vhigh,high,4,2,small,low,unacc
low,high,5more,2,big,med,unacc
vhigh,low,5more,2,big,low,acc
high,high,5more,4,med,low,good
med,low,4,2,big,med,unacc
med,high,2,2,small,,unacc
med,med,5more,4,big,high,unacc
med,low,4,more,med,low,unacc
null,high,3,2,med,low,unacc
med,vhigh,5more,2,big,med,unacc
null,low,2,4,small,med,unacc
med,high,5more,4,small,low,unacc
med,med,4,4,big,high,unacc
med,high,NaN,more,med,med,good
high,vhigh,5more,more,small,med,unacc
med,low,5more,4,small,high,null
high,med,5more,more,big,med,acc
vhigh,high,2,4,big,high,unacc
med,vhigh,2,more,med,high,acc
low,vhigh,2,more,med,low,unacc
high,vhigh,3,more,big,high,unacc
vhigh,high,4,more,med,,vgood
high,med,5more,2,med,high,unacc
high,,5more,more,small,high,unacc
vhigh,med,5more,4,small,low,unacc
med,low,3,2,big,high,acc
med,med,5more,more,big,med,unacc
high,vhigh,2,4,small,med,unacc
vhigh,vhigh,5more,more,med,high,unacc
med,vhigh,NaN,more,,med,acc
high,high,5more,more,med,low,unacc
low,low,2,4,small,med,acc
vhigh,med,4,2,med,low,unacc
low,vhigh,3,2,big,med,
low,low,3,2,small,low,
high,low,2,4,big,high,good
vhigh,high,5more,2,med,low,vgood
med,med,3,4,big,high,unacc
med,low,2,2,small,high,unacc
high,med,4,more,med,high,unacc
med,high,3,,med,med,acc
med,med,4,2,NaN,high,acc
low,high,5more,2,med,low,unacc
low,vhigh,5more,4,big,med,acc
vhigh,med,4,more,small,med,acc
low,high,2,4,med,low,unacc
med,,3,more,small,low,acc
vhigh,vhigh,3,more,small,high,unacc
vhigh,low,2,more,med,low,unacc
high,vhigh,4,4,big,high,unacc
low,vhigh,3,2,small,,unacc
NaN,null,5more,2,small,low,unacc
med,low,2,more,med,high,unacc
vhigh,,5more,more,med,high,unacc
vhigh,vhigh,,more,med,high,unacc
high,vhigh,3,more,big,med,unacc
med,vhigh,2,4,med,med,unacc
med,high,5more,2,big,high,unacc
low,med,3,more,,high,unacc
med,vhigh,5more,4,small,null,unacc
vhigh,med,5more,4,med,low,unacc
med,vhigh,2,,small,med,unacc
med,high,4,more,med,low,unacc
vhigh,vhigh,5more,more,big,med,
high,NaN,4,2,big,med,unacc
low,vhigh,2,2,med,high,unacc
low,med,4,4,med,low,unacc
high,low,5more,more,small,low,acc
vhigh,med,5more,2,med,null,unacc
low,high,5more,more,small,high,unacc
high,vhigh,5more,2,med,high,acc
high,low,3,2,big,med,unacc
high,med,3,2,small,high,
low,low,,more,big,low,unacc
low,high,5more,4,med,high,unacc
,low,3,more,big,high,unacc
low,low,5more,NaN,small,low,unacc
med,,3,more,big,low,acc
high,high,3,2,big,high,unacc
,vhigh,2,4,,high,unacc
high,,5more,more,small,med,acc
low,vhigh,5more,2,big,low,unacc
low,vhigh,5more,2,small,med,unacc
med,vhigh,2,more,med,med,unacc
vhigh,low,null,4,big,high,unacc
low,vhigh,4,4,big,med,unacc
vhigh,low,4,more,big,low,unacc
high,med,2,4,big,med,unacc
med,med,4,2,NaN,low,unacc
vhigh,high,5more,4,med,low,unacc
,vhigh,3,,null,low,unacc
low,low,2,4,big,med,unacc
vhigh,,4,2,big,low,acc
vhigh,low,5more,2,small,med,unacc
high,med,5more,,small,med,unacc
med,high,4,4,med,med,unacc
low,high,5more,2,med,low,unacc
low,high,2,,med,high,acc
vhigh,vhigh,2,4,small,low,acc
high,low,4,4,small,med,unacc
vhigh,vhigh,5more,4,med,high,unacc
vhigh,high,2,4,big,high,unacc
low,vhigh,,2,small,med,acc
vhigh,vhigh,4,4,med,high,unacc
vhigh,vhigh,2,4,big,high,unacc
high,vhigh,5more,4,big,high,acc
low,null,2,more,small,low,unacc
med,low,2,more,med,low,
high,high,5more,2,med,low,unacc
high,high,4,2,small,high,unacc
high,med,4,more,small,med,unacc
low,low,4,more,med,high,unacc
vhigh,vhigh,2,2,med,low,unacc
med,low,4,4,small,high,unacc
low,vhigh,5more,2,small,low,unacc
vhigh,,5more,more,big,high,unacc
high,med,5more,4,small,high,unacc
low,med,5more,more,med,med,unacc
vhigh,med,4,null,big,NaN,unacc
med,med,2,2,small,low,acc
med,vhigh,4,2,,low,acc
vhigh,vhigh,4,4,big,high,
low,low,3,more,small,low,unacc
high,vhigh,4,2,big,med,acc
vhigh,low,2,2,med,low,unacc
high,low,4,4,big,low,acc
med,med,4,more,big,med,unacc
vhigh,low,5more,2,big,med,unacc
med,high,3,more,small,low,unacc
high,high,2,2,big,low,unacc
high,vhigh,2,more,small,high,unacc
vhigh,high,2,4,med,high,null
vhigh,med,4,2,med,low,unacc
vhigh,med,2,more,big,med,unacc
med,low,3,4,big,,unacc
,vhigh,3,,med,low,acc
high,high,4,2,med,high,
med,vhigh,5more,2,small,high,unacc
vhigh,low,5more,null,med,high,unacc
low,med,5more,4,big,,unacc
vhigh,low,5more,more,med,high,unacc
,high,4,4,big,med,acc
low,med,4,more,big,high,acc
med,high,4,4,med,high,unacc
,vhigh,5more,4,med,high,acc
high,med,,4,small,high,acc
high,vhigh,2,2,small,med,vgood
high,med,5more,more,med,low,
med,high,4,4,big,high,unacc
low,high,,more,small,low,unacc
high,low,5more,4,big,high,unacc
low,low,3,4,big,low,unacc
NaN,med,4,2,med,low,unacc
vhigh,med,2,2,big,high,unacc
med,med,2,2,big,med,good
high,low,5more,2,med,low,unacc
,high,2,more,small,med,unacc
med,vhigh,2,4,small,low,acc
med,vhigh,3,more,small,high,unacc
low,med,5more,4,med,med,acc
med,vhigh,2,more,med,med,unacc
vhigh,vhigh,5more,more,big,high,unacc
med,,4,2,small,med,unacc
high,low,2,2,big,med,unacc
low,low,null,more,med,low,unacc
vhigh,vhigh,4,2,med,high,good
vhigh,high,3,more,big,high,unacc
med,high,3,more,med,med,unacc
high,low,2,more,med,med,unacc
low,,NaN,more,big,med,unacc
,med,2,more,med,low,unacc
low,med,4,more,small,med,NaN
med,high,4,more,big,med,unacc
high,vhigh,3,more,small,med,unacc
med,high,3,more,med,med,acc
low,vhigh,3,more,small,med,unacc
med,vhigh,4,more,big,low,unacc
low,high,4,more,med,high,acc
vhigh,med,,more,med,low,unacc
vhigh,vhigh,2,4,small,low,unacc
med,vhigh,4,more,big,low,unacc
vhigh,low,5more,4,med,low,unacc
low,high,null,,small,low,unacc
vhigh,low,3,2,med,med,acc
high,vhigh,5more,,small,low,unacc
high,vhigh,3,4,big,high,good
med,low,5more,more,med,med,unacc
med,high,4,more,big,high,unacc
med,low,3,more,med,low,unacc
med,low,2,more,med,med,unacc
low,vhigh,5more,,small,high,unacc
low,med,3,more,big,low,acc
high,med,5more,more,med,high,unacc
low,med,4,more,big,low,unacc
vhigh,high,3,4,med,med,unacc
high,,null,4,big,high,unacc
med,high,4,2,med,high,unacc
